,Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
0,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/25/2020,8.0,287902.656627767,
1,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/26/2020,5.0,287902.656627767,
2,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/27/2020,4.0,287902.656627767,
3,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/28/2020,1.0,287902.656627767,
4,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/29/2020,8.0,287902.656627767,
5,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/1/2020,3.0,287902.656627767,
6,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/2/2020,2.0,287902.656627767,
7,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/3/2020,5.0,287902.656627767,
8,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/4/2020,6.0,287902.656627767,
9,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/5/2020,8.0,287902.656627767,
10,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/6/2020,3.0,287902.656627767,
11,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/7/2020,5.0,287902.656627767,
12,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/8/2020,1.0,287902.656627767,
13,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/9/2020,18.0,2.0,
14,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/10/2020,37.0,10.0,
15,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/11/2020,43.0,12.0,1.0
16,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/12/2020,141.0,23.0,1.0
17,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/13/2020,159.0,33.0,1.0
18,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/14/2020,48.0,38.0,1.0
19,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/15/2020,27.0,42.0,1.0
20,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/16/2020,31.0,51.0,1.0
21,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/17/2020,42.0,55.0,1.0
22,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/18/2020,60.0,59.0,2.0
23,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/19/2020,32.0,64.0,2.0
24,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/20/2020,35.0,70.0,2.0
25,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/21/2020,46.0,76.0,2.0
26,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/22/2020,33.0,89.0,2.0
27,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/23/2020,,104.0,4.0
28,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/24/2020,,123.0,5.0
29,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/25/2020,111.0,146.0,5.0
30,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/26/2020,103.0,174.0,6.0
31,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/27/2020,102.0,186.0,8.0
32,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/28/2020,79.0,197.0,10.0
33,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/29/2020,111.0,212.0,10.0
34,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/30/2020,90.0,223.0,11.0
35,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/31/2020,145.0,243.0,15.0
36,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/1/2020,152.0,259.0,15.0
37,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/2/2020,96.0,277.0,16.0
38,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/3/2020,112.0,304.0,17.0
39,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/4/2020,216.0,333.0,20.0
40,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/5/2020,149.0,361.0,20.0
41,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/6/2020,175.0,377.0,21.0
42,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/7/2020,182.0,383.0,22.0
43,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/8/2020,236.0,400.0,22.0
44,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/9/2020,234.0,409.0,23.0
45,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/10/2020,162.0,416.0,23.0
46,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/11/2020,259.0,433.0,23.0
47,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/12/2020,233.0,446.0,23.0
48,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/13/2020,193.0,467.0,23.0
49,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/14/2020,236.0,475.0,24.0
50,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/15/2020,252.0,494.0,25.0
51,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/16/2020,269.0,518.0,26.0
52,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/17/2020,253.0,539.0,26.0
53,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/18/2020,231.0,548.0,26.0
54,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/19/2020,231.0,562.0,26.0
55,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/20/2020,233.0,584.0,26.0
56,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/21/2020,242.0,609.0,26.0
57,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/22/2020,252.0,634.0,27.0
58,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/23/2020,240.0,663.0,27.0
59,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/24/2020,259.0,678.0,27.0
60,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/25/2020,247.0,712.0,27.0
61,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/26/2020,264.0,726.0,28.0
62,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/27/2020,212.0,736.0,28.0
63,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/28/2020,267.0,750.0,30.0
64,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/29/2020,270.0,766.0,30.0
65,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/30/2020,225.0,773.0,31.0
66,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/1/2020,245.0,782.0,31.0
67,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/2/2020,171.0,789.0,31.0
68,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/3/2020,197.0,795.0,31.0
69,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/4/2020,140.0,803.0,31.0
70,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/5/2020,270.0,820.0,31.0
71,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/6/2020,255.0,832.0,31.0
72,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/7/2020,275.0,842.0,31.0
73,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/8/2020,238.0,850.0,31.0
74,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/9/2020,224.0,856.0,31.0
75,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/10/2020,170.0,868.0,31.0
76,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/11/2020,121.0,872.0,31.0
77,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/12/2020,243.0,876.0,31.0
78,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/13/2020,246.0,880.0,31.0
79,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/14/2020,191.0,898.0,31.0
80,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/15/2020,219.0,916.0,31.0
81,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/16/2020,306.0,933.0,31.0
82,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/17/2020,260.0,946.0,31.0
83,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/18/2020,168.0,948.0,31.0
84,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/19/2020,177.0,949.0,31.0
85,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/20/2020,186.0,964.0,31.0
86,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/21/2020,204.0,969.0,31.0
87,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/22/2020,174.0,981.0,31.0
88,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/23/2020,200.0,989.0,31.0
89,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/24/2020,146.0,998.0,32.0
90,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/25/2020,54.0,1004.0,32.0
91,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/26/2020,173.0,1029.0,33.0
92,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/27/2020,262.0,1050.0,33.0
93,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/28/2020,225.0,1076.0,33.0
94,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/29/2020,276.0,1099.0,33.0
95,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/30/2020,229.0,1122.0,33.0
96,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/31/2020,225.0,1137.0,33.0
97,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/1/2020,102.0,1143.0,33.0
98,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/2/2020,243.0,1164.0,33.0
99,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/3/2020,297.0,1184.0,33.0
100,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/4/2020,282.0,1197.0,33.0
101,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/5/2020,162.0,1212.0,33.0
102,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/6/2020,253.0,1232.0,34.0
103,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/7/2020,193.0,1246.0,34.0
104,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/8/2020,102.0,1263.0,34.0
105,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/9/2020,359.0,1299.0,34.0
106,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/10/2020,311.0,1341.0,34.0
107,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/11/2020,291.0,1385.0,35.0
108,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/12/2020,300.0,1416.0,36.0
109,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/13/2020,270.0,1464.0,36.0
110,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/14/2020,362.0,1521.0,36.0
111,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/15/2020,319.0,1590.0,36.0
112,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/16/2020,364.0,1672.0,37.0
113,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/17/2020,333.0,1722.0,38.0
114,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/18/2020,280.0,1788.0,39.0
115,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/19/2020,330.0,1838.0,42.0
116,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/20/2020,320.0,1891.0,43.0
117,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/21/2020,327.0,1962.0,44.0
118,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/22/2020,239.0,1995.0,44.0
119,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/23/2020,328.0,2047.0,45.0
120,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/24/2020,347.0,2114.0,47.0
121,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/25/2020,344.0,2192.0,49.0
122,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/26/2020,402.0,2269.0,51.0
123,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/27/2020,355.0,2330.0,53.0
124,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/28/2020,374.0,2402.0,55.0
125,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/29/2020,371.0,2466.0,58.0
126,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/30/2020,371.0,2535.0,62.0
127,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/1/2020,269.0,2580.0,65.0
128,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/2/2020,368.0,2662.0,69.0
129,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/3/2020,362.0,2752.0,72.0
130,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/4/2020,376.0,2819.0,74.0
131,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/5/2020,392.0,2893.0,76.0
132,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/6/2020,459.0,2964.0,79.0
133,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/7/2020,409.0,3038.0,81.0
134,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/8/2020,397.0,3106.0,83.0
135,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/9/2020,401.0,3188.0,83.0
136,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/10/2020,420.0,3278.0,85.0
137,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/11/2020,420.0,3371.0,89.0
138,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/12/2020,420.0,3454.0,93.0
139,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/13/2020,585.0,3571.0,95.0
140,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/14/2020,451.0,3667.0,97.0
141,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/15/2020,361.0,3752.0,101.0
142,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/16/2020,425.0,3851.0,104.0
143,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/17/2020,431.0,3906.0,107.0
144,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/18/2020,501.0,4008.0,111.0
145,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/19/2020,331.0,4090.0,112.0
146,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/20/2020,267.0,4171.0,113.0
147,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/21/2020,482.0,4290.0,117.0
148,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/22/2020,496.0,4358.0,120.0
149,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/23/2020,477.0,4466.0,123.0
150,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/24/2020,564.0,4570.0,128.0
151,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/25/2020,304.0,4637.0,134.0
152,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/26/2020,504.0,4763.0,138.0
153,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/27/2020,500.0,4880.0,144.0
154,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/28/2020,507.0,4997.0,148.0
155,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/29/2020,502.0,5105.0,150.0
156,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/30/2020,507.0,5197.0,154.0
157,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/31/2020,500.0,5276.0,157.0
158,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/1/2020,510.0,5396.0,161.0
159,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/2/2020,474.0,5519.0,166.0
160,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/3/2020,474.0,5620.0,172.0
161,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/4/2020,546.0,5750.0,176.0
162,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/5/2020,561.0,5889.0,182.0
163,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/6/2020,531.0,6016.0,188.0
164,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/7/2020,586.0,6151.0,189.0
165,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/8/2020,500.0,6275.0,193.0
166,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/9/2020,561.0,6411.0,199.0
167,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/10/2020,506.0,6536.0,200.0
168,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/11/2020,603.0,6676.0,205.0
169,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/12/2020,625.0,6817.0,208.0
170,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/13/2020,643.0,6971.0,213.0
171,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/14/2020,639.0,7117.0,219.0
172,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/15/2020,650.0,7260.0,225.0
173,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/16/2020,626.0,7380.0,228.0
174,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/17/2020,501.0,7499.0,230.0
175,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/18/2020,932.0,7654.0,232.0
176,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/19/2020,864.0,7812.0,234.0
177,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/20/2020,847.0,7967.0,238.0
178,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/21/2020,864.0,8119.0,240.0
179,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/22/2020,837.0,8275.0,245.0
180,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/23/2020,785.0,8427.0,250.0
181,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/24/2020,947.0,8605.0,254.0
182,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/25/2020,870.0,8759.0,259.0
183,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/26/2020,878.0,8927.0,263.0
184,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/27/2020,865.0,9083.0,266.0
185,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/28/2020,801.0,9195.0,271.0
186,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/29/2020,796.0,9279.0,275.0
187,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/30/2020,803.0,9380.0,280.0
188,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/31/2020,820.0,9513.0,284.0
189,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/1/2020,812.0,9606.0,290.0
190,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/2/2020,856.0,9728.0,296.0
191,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/3/2020,835.0,9844.0,301.0
192,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/4/2020,857.0,9967.0,306.0
193,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/5/2020,860.0,10102.0,312.0
194,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/6/2020,847.0,10255.0,316.0
195,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/7/2020,824.0,10406.0,319.0
196,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/8/2020,830.0,10553.0,321.0
197,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/9/2020,852.0,10704.0,322.0
198,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/10/2020,870.0,10860.0,324.0
199,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/11/2020,875.0,11021.0,327.0
200,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/12/2020,872.0,11185.0,330.0
201,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/13/2020,877.0,11353.0,334.0
202,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/14/2020,862.0,11520.0,338.0
203,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/15/2020,810.0,11672.0,340.0
204,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/16/2020,824.0,11816.0,343.0
205,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/17/2020,817.0,11948.0,347.0
206,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/18/2020,833.0,12073.0,353.0
207,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/19/2020,836.0,12226.0,358.0
208,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/20/2020,844.0,12385.0,362.0
209,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/21/2020,809.0,12535.0,364.0
210,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/22/2020,825.0,12666.0,367.0
211,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/23/2020,887.0,12787.0,370.0
212,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/24/2020,852.0,12921.0,370.0
213,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/25/2020,808.0,13045.0,373.0
214,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/26/2020,811.0,13153.0,375.0
215,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/27/2020,832.0,13259.0,377.0
216,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/28/2020,824.0,13391.0,380.0
217,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/29/2020,820.0,13518.0,384.0
218,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/30/2020,842.0,13649.0,387.0
219,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/1/2020,1013.0,13806.0,388.0
220,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/2/2020,1085.0,13965.0,389.0
221,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/3/2020,1008.0,14117.0,392.0
222,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/4/2020,963.0,14266.0,396.0
223,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/5/2020,912.0,14410.0,400.0
224,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/6/2020,905.0,14568.0,403.0
225,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/7/2020,914.0,14730.0,407.0
226,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/8/2020,971.0,14899.0,411.0
227,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/9/2020,932.0,15066.0,413.0
228,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/10/2020,960.0,15231.0,416.0
