,Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
10606,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/15/2021,120.0,53.0,2.0
10607,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/16/2021,,55.0,2.0
10608,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/17/2021,,55.0,2.0
10609,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/18/2021,53.0,55.0,2.0
10610,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/19/2021,215.0,55.0,2.0
10611,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/20/2021,297.0,55.0,2.0
10612,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/21/2021,221.0,55.0,2.0
10613,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/22/2021,233.0,55.0,2.0
10614,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/23/2021,236.0,55.0,2.0
10615,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/24/2021,,55.0,2.0
10616,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/25/2021,,55.0,2.0
10617,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/26/2021,322.0,55.0,2.0
10618,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/27/2021,228.0,55.0,2.0
10619,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/28/2021,162.0,55.0,2.0
10620,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/29/2021,296.0,55.0,2.0
10621,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/30/2021,-1.0,55.0,2.0
10622,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,1/31/2021,,55.0,2.0
10623,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/1/2021,,55.0,2.0
10624,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/2/2021,293.0,55.0,2.0
10625,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/3/2021,338.0,56.0,2.0
10626,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/4/2021,85.0,56.0,2.0
10627,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/5/2021,149.0,56.0,2.0
10628,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/6/2021,33.0,56.0,2.0
10629,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/7/2021,,56.0,2.0
10630,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/8/2021,,56.0,2.0
10631,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/9/2021,270.0,56.0,2.0
10632,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/10/2021,295.0,56.0,2.0
10633,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/11/2021,208.0,56.0,2.0
10634,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/12/2021,113.0,56.0,2.0
10635,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/13/2021,153.0,56.0,2.0
10636,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/14/2021,85.0,56.0,2.0
10637,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/15/2021,18.0,56.0,2.0
10638,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/16/2021,202.0,56.0,2.0
10639,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/17/2021,231.0,56.0,2.0
10640,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/18/2021,154.0,56.0,2.0
10641,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/19/2021,,56.0,2.0
10642,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/20/2021,,56.0,2.0
10643,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/21/2021,70.0,56.0,2.0
10644,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/22/2021,14.0,56.0,2.0
10645,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/23/2021,,56.0,2.0
10646,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/24/2021,,57.0,2.0
10647,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/25/2021,,57.0,2.0
10648,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/26/2021,,59.0,2.0
10649,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/27/2021,,59.0,2.0
10650,Fiji,Oceania,-16.58,179.41,25,2.3,0.84,6175.9,905502,28,5,2/28/2021,,59.0,2.0
10651,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,1/29/2020,,1.0,
10652,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,1/30/2020,,1.0,
10653,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,1/31/2020,,1.0,
10654,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/1/2020,,1.0,
10655,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/2/2020,,1.0,
10656,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/3/2020,,1.0,
10657,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/4/2020,,1.0,
10658,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/5/2020,,1.0,
10659,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/6/2020,,1.0,
10660,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/7/2020,,1.0,
10661,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/8/2020,,1.0,
10662,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/9/2020,,1.0,
10663,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/10/2020,,1.0,
10664,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/11/2020,,1.0,
10665,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/12/2020,,1.0,
10666,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/13/2020,,1.0,
10667,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/14/2020,,1.0,
10668,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/15/2020,,1.0,
10669,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/16/2020,,1.0,
10670,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/17/2020,,1.0,
10671,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/18/2020,,1.0,
10672,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/19/2020,,1.0,
10673,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/20/2020,,1.0,
10674,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/21/2020,,1.0,
10675,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/22/2020,,1.0,
10676,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/23/2020,,1.0,
10677,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/24/2020,,1.0,
10678,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/25/2020,,1.0,
10679,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/26/2020,,2.0,
10680,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/27/2020,,2.0,
10681,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/28/2020,358.0,2.0,
10682,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,2/29/2020,15.0,3.0,
10683,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/1/2020,16.0,6.0,
10684,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/2/2020,26.0,6.0,
10685,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/3/2020,51.0,6.0,
10686,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/4/2020,85.0,6.0,
10687,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/5/2020,80.0,12.0,
10688,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/6/2020,105.0,15.0,
10689,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/7/2020,20.0,15.0,
10690,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/8/2020,14.0,23.0,
10691,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/9/2020,122.0,30.0,
10692,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/10/2020,128.0,40.0,
10693,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/11/2020,163.0,59.0,
10694,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/12/2020,349.0,59.0,
10695,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/13/2020,409.0,155.0,
10696,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/14/2020,595.0,225.0,
10697,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/15/2020,644.0,244.0,
10698,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/16/2020,868.0,277.0,
10699,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/17/2020,1136.0,321.0,
10700,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/18/2020,1025.0,336.0,
10701,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/19/2020,775.0,400.0,
10702,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/20/2020,1286.0,450.0,
10703,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/21/2020,1603.0,523.0,1.0
10704,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/22/2020,1048.0,626.0,1.0
10705,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/23/2020,1316.0,700.0,1.0
10706,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/24/2020,1582.0,792.0,1.0
10707,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/25/2020,1848.0,880.0,3.0
10708,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/26/2020,1837.0,958.0,5.0
10709,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/27/2020,2004.0,1041.0,7.0
10710,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/28/2020,1205.0,1167.0,9.0
10711,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/29/2020,587.0,1240.0,11.0
10712,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/30/2020,1084.0,1352.0,13.0
10713,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,3/31/2020,1131.0,1418.0,17.0
10714,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/1/2020,1611.0,1446.0,17.0
10715,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/2/2020,2331.0,1518.0,19.0
10716,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/3/2020,1691.0,1615.0,20.0
10717,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/4/2020,3224.0,1882.0,25.0
10718,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/5/2020,1647.0,1927.0,28.0
10719,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/6/2020,1971.0,2176.0,27.0
10720,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/7/2020,2167.0,2308.0,34.0
10721,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/8/2020,3295.0,2487.0,40.0
10722,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/9/2020,2549.0,2605.0,42.0
10723,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/10/2020,3287.0,2769.0,48.0
10724,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/11/2020,1318.0,2905.0,49.0
10725,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/12/2020,1589.0,2974.0,56.0
10726,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/13/2020,920.0,3064.0,59.0
10727,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/14/2020,1225.0,3161.0,64.0
10728,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/15/2020,2492.0,3237.0,72.0
10729,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/16/2020,3507.0,3369.0,75.0
10730,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/17/2020,2710.0,3489.0,82.0
10731,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/18/2020,3692.0,3681.0,90.0
10732,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/19/2020,2362.0,3783.0,94.0
10733,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/20/2020,1844.0,3868.0,98.0
10734,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/21/2020,3620.0,4014.0,141.0
10735,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/22/2020,4202.0,4129.0,149.0
10736,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/23/2020,3664.0,4284.0,172.0
10737,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/24/2020,4280.0,4395.0,177.0
10738,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/25/2020,3141.0,4475.0,186.0
10739,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/26/2020,2485.0,4576.0,190.0
10740,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/27/2020,2440.0,4695.0,193.0
10741,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/28/2020,3788.0,4740.0,199.0
10742,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/29/2020,4450.0,4906.0,206.0
10743,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,4/30/2020,4179.0,4995.0,211.0
10744,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/1/2020,3375.0,5051.0,218.0
10745,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/2/2020,1483.0,5176.0,220.0
10746,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/3/2020,1649.0,5254.0,230.0
10747,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/4/2020,1767.0,5327.0,240.0
10748,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/5/2020,3771.0,5412.0,246.0
10749,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/6/2020,3808.0,5573.0,252.0
10750,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/7/2020,3832.0,5673.0,255.0
10751,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/8/2020,3322.0,5738.0,260.0
10752,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/9/2020,2810.0,5880.0,265.0
10753,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/10/2020,1819.0,5962.0,267.0
10754,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/11/2020,2208.0,5984.0,271.0
10755,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/12/2020,4055.0,6003.0,275.0
10756,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/13/2020,4011.0,6054.0,284.0
10757,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/14/2020,3896.0,6145.0,287.0
10758,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/15/2020,4353.0,6228.0,293.0
10759,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/16/2020,3450.0,6286.0,297.0
10760,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/17/2020,2312.0,6347.0,298.0
10761,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/18/2020,2360.0,6380.0,300.0
10762,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/19/2020,4946.0,6399.0,301.0
10763,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/20/2020,3696.0,6443.0,304.0
10764,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/21/2020,2965.0,6493.0,306.0
10765,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/22/2020,2216.0,6537.0,306.0
10766,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/23/2020,2630.0,6568.0,306.0
10767,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/24/2020,1554.0,6579.0,307.0
10768,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/25/2020,1744.0,6599.0,308.0
10769,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/26/2020,3638.0,6628.0,312.0
10770,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/27/2020,2971.0,6692.0,313.0
10771,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/28/2020,2983.0,6743.0,313.0
10772,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/29/2020,2804.0,6776.0,314.0
10773,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/30/2020,1945.0,6826.0,316.0
10774,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,5/31/2020,1295.0,6859.0,320.0
10775,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/1/2020,1685.0,6885.0,318.0
10776,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/2/2020,2875.0,6887.0,320.0
10777,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/3/2020,2860.0,6911.0,321.0
10778,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/4/2020,2798.0,6911.0,322.0
10779,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/5/2020,2321.0,6941.0,322.0
10780,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/6/2020,2042.0,6964.0,322.0
10781,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/7/2020,962.0,6981.0,323.0
10782,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/8/2020,1842.0,7001.0,323.0
10783,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/9/2020,2950.0,7025.0,324.0
10784,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/10/2020,2956.0,7040.0,324.0
10785,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/11/2020,2973.0,7064.0,325.0
10786,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/12/2020,2496.0,7073.0,325.0
10787,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/13/2020,1553.0,7087.0,325.0
10788,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/14/2020,826.0,7104.0,326.0
10789,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/15/2020,1899.0,7108.0,326.0
10790,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/16/2020,2991.0,7112.0,326.0
10791,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/17/2020,2730.0,7117.0,326.0
10792,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/18/2020,2069.0,7119.0,326.0
10793,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/19/2020,1440.0,7133.0,326.0
10794,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/20/2020,747.0,7142.0,326.0
10795,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/21/2020,687.0,7143.0,326.0
10796,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/22/2020,1604.0,7144.0,327.0
10797,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/23/2020,2635.0,7155.0,327.0
10798,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/24/2020,2330.0,7167.0,327.0
10799,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/25/2020,2693.0,7172.0,327.0
10800,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/26/2020,2176.0,7191.0,328.0
10801,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/27/2020,1556.0,7198.0,328.0
10802,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/28/2020,965.0,7198.0,328.0
10803,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/29/2020,1696.0,7209.0,328.0
10804,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,6/30/2020,2834.0,7214.0,328.0
10805,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/1/2020,2776.0,7236.0,328.0
10806,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/2/2020,3769.0,7241.0,328.0
10807,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/3/2020,3240.0,7242.0,329.0
10808,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/4/2020,2645.0,7248.0,329.0
10809,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/5/2020,1314.0,7253.0,329.0
10810,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/6/2020,2239.0,7257.0,329.0
10811,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/7/2020,4548.0,7262.0,329.0
10812,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/8/2020,4400.0,7265.0,329.0
10813,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/9/2020,4876.0,7273.0,329.0
10814,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/10/2020,4389.0,7279.0,329.0
10815,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/11/2020,3296.0,7291.0,329.0
10816,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/12/2020,2332.0,7294.0,329.0
10817,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/13/2020,3102.0,7295.0,329.0
10818,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/14/2020,5351.0,7301.0,329.0
10819,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/15/2020,5431.0,7296.0,328.0
10820,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/16/2020,4972.0,7293.0,328.0
10821,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/17/2020,5108.0,7301.0,328.0
10822,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/18/2020,4131.0,7318.0,328.0
10823,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/19/2020,2136.0,7335.0,328.0
10824,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/20/2020,3296.0,7340.0,328.0
10825,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/21/2020,5462.0,7351.0,328.0
10826,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/22/2020,5042.0,7362.0,328.0
10827,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/23/2020,5477.0,7372.0,328.0
10828,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/24/2020,4752.0,7380.0,329.0
10829,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/25/2020,3760.0,7388.0,329.0
10830,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/26/2020,2285.0,7393.0,329.0
10831,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/27/2020,3403.0,7398.0,329.0
10832,Finland,Europe,61.92,25.75,4,3.28,3.2,48782.8,5511303,42,22,7/28/2020,5743.0,7404.0,329.0
